prot_organism_1	prot_organism_2	bit-score
NP_014371.1	XP_016883292.1	43.5
NP_014371.1	XP_016857483.1	47.8
NP_014371.1	XP_016857483.1	45.8
NP_014371.1	XP_016857483.1	32.3
NP_014371.1	XP_011508115.1	35.0
NP_013764.1	XP_005273156.1	45.1
NP_013764.1	XP_005273156.1	43.1
NP_013764.1	XP_005273156.1	40.0
NP_013764.1	XP_005272220.1	40.8
NP_013764.1	XP_005272220.1	38.9
NP_013764.1	XP_005272220.1	33.9
NP_013764.1	XP_005272220.1	33.9
NP_013764.1	XP_005272220.1	32.7
NP_013764.1	XP_005272220.1	31.6
NP_013764.1	NP_004688.2	39.7
NP_013764.1	NP_004688.2	31.6
NP_013764.1	NP_078808.3	36.6
NP_013764.1	NP_078808.3	34.7
NP_013764.1	XP_016875131.1	33.5
NP_013764.1	NP_003748.1	31.6
NP_013764.1	XP_006720133.1	32.0
NP_013764.1	NP_078811.3	32.0
NP_012133.1	XP_011522081.1	33.1
NP_011342.1	XP_005253262.1	35.0
NP_012933.4	XP_011517354.1	46.6
NP_012933.4	XP_011517354.1	42.0
NP_012933.4	XP_011517354.1	33.1
NP_010199.1	XP_016857921.1	179.0
NP_010199.1	NP_008941.3	147.0
NP_010199.1	NP_004719.2	138.0
NP_014394.2	XP_005261494.1	42.4
NP_014394.2	XP_005261494.1	37.7
NP_014394.2	XP_005261494.1	30.8
NP_013297.1	NP_078811.3	38.9
NP_013297.1	NP_078811.3	33.5
NP_013297.1	NP_004688.2	35.4
NP_013297.1	NP_004688.2	31.2
NP_013297.1	NP_078808.3	34.7
NP_013297.1	XP_005273156.1	34.3
NP_013297.1	XP_005272220.1	33.1
NP_013297.1	XP_011527391.1	31.2
NP_009767.1	NP_006225.1	31.2
NP_013061.1	NP_006147.1	92.0
NP_013061.1	NP_006147.1	91.7
NP_013061.1	NP_006147.1	91.7
NP_013061.1	NP_006147.1	91.7
NP_013061.1	NP_006147.1	91.7
NP_013061.1	NP_064516.2	36.2
NP_013061.1	NP_064516.2	36.2
NP_013061.1	NP_064516.2	36.2
NP_013061.1	NP_064516.2	36.2
NP_013061.1	NP_064516.2	36.2
NP_013061.1	NP_006398.1	30.0
NP_013061.1	NP_006398.1	30.0
NP_013061.1	NP_006398.1	30.0
NP_013061.1	NP_006398.1	30.0
NP_010125.1	NP_004688.2	46.6
NP_010125.1	XP_005273156.1	36.6
NP_010125.1	XP_005273156.1	33.1
NP_010125.1	NP_078811.3	33.5
NP_010125.1	XP_006720133.1	33.5
NP_010125.1	XP_011527391.1	31.2
NP_010125.1	XP_005272220.1	30.8
NP_013735.1	NP_872607.1	80.9
NP_013915.1	XP_016857921.1	65.5
NP_013915.1	NP_004719.2	61.2
NP_013915.1	NP_008941.3	59.7
NP_013915.1	XP_016865870.1	38.5
NP_116635.1	NP_006431.2	145.0
NP_010621.1	NP_036547.1	145.0
NP_010621.1	NP_036547.1	119.0
NP_010007.1	XP_005272220.1	129.0
NP_010007.1	XP_005272220.1	123.0
NP_010007.1	XP_005272220.1	115.0
NP_010007.1	XP_005272220.1	86.7
NP_010007.1	NP_004688.2	105.0
NP_010007.1	NP_004688.2	95.5
NP_010007.1	NP_004688.2	90.1
NP_010007.1	NP_004688.2	89.0
NP_010007.1	XP_005273156.1	101.0
NP_010007.1	XP_005273156.1	100.0
NP_010007.1	XP_005273156.1	97.4
NP_010007.1	XP_005273156.1	80.9
NP_010007.1	XP_005273156.1	60.5
NP_010007.1	XP_005273156.1	47.4
NP_010007.1	NP_078808.3	88.6
NP_010007.1	NP_078808.3	84.3
NP_010007.1	NP_078808.3	78.6
NP_010007.1	NP_078808.3	34.3
NP_010007.1	NP_078811.3	58.9
NP_010007.1	NP_078811.3	51.2
NP_010007.1	NP_078811.3	48.5
NP_010007.1	NP_078811.3	47.4
NP_010007.1	NP_078811.3	37.7
NP_010007.1	XP_016875131.1	54.7
NP_010007.1	XP_016875131.1	50.4
NP_010007.1	XP_016875131.1	33.9
NP_010007.1	XP_016875131.1	33.5
NP_010007.1	XP_011527391.1	55.5
NP_010007.1	XP_011527391.1	46.6
NP_010007.1	XP_011527391.1	37.0
NP_010007.1	XP_006720133.1	54.7
NP_010007.1	XP_006720133.1	50.4
NP_010007.1	XP_006720133.1	46.2
NP_010007.1	XP_006720133.1	45.4
NP_010007.1	XP_006720133.1	40.8
NP_010007.1	XP_006720133.1	39.7
NP_010007.1	XP_006720133.1	35.8
NP_010007.1	XP_006720133.1	34.3
NP_010007.1	XP_006720133.1	32.3
NP_010007.1	NP_003748.1	49.7
NP_010007.1	NP_003748.1	47.4
NP_010007.1	NP_003748.1	41.6
NP_010007.1	XP_011539359.1	45.4
NP_010007.1	XP_011539359.1	41.2
NP_010007.1	XP_011539359.1	37.4
NP_010007.1	XP_011539359.1	32.0
NP_010282.3	NP_055544.1	31.2
NP_010282.3	XP_016880493.1	30.8
NP_010282.3	XP_016880493.1	29.6
NP_013890.1	XP_016885888.1	162.0
NP_014149.1	NP_005723.2	250.0
NP_009723.3	NP_942599.1	40.4
NP_009723.3	NP_653082.1	35.8
NP_015120.1	NP_079440.3	62.8
NP_015120.1	NP_001001852.2	53.9
NP_015120.1	XP_011517802.1	53.9
NP_015120.1	XP_016865981.1	52.4
NP_015120.1	NP_003943.2	51.6
NP_015120.1	XP_011524622.1	51.2
NP_015120.1	NP_001019572.1	50.8
NP_015120.1	XP_016884768.1	49.7
NP_015120.1	XP_016881449.1	48.1
NP_015120.1	XP_011530306.1	48.1
NP_015120.1	NP_149132.2	46.6
NP_015120.1	NP_004926.1	44.3
NP_015120.1	NP_001073285.1	43.9
NP_015120.1	XP_016864299.1	43.1
NP_015120.1	XP_005259565.1	39.7
NP_015120.1	NP_872198.1	39.7
NP_015120.1	NP_001317142.1	38.1
NP_015120.1	NP_733827.2	38.1
NP_015120.1	NP_001249.1	37.7
NP_015120.1	NP_055041.1	38.1
NP_015120.1	NP_002730.1	34.7
NP_015120.1	NP_075418.1	34.7
NP_015120.1	XP_016877742.1	33.9
NP_015120.1	NP_003206.2	33.5
NP_013994.1	NP_789845.1	238.0
NP_011956.1	NP_064615.3	33.1
NP_013811.1	XP_005272220.1	58.5
NP_013811.1	XP_005272220.1	57.8
NP_013811.1	XP_005272220.1	38.5
NP_013811.1	NP_078811.3	45.1
NP_013811.1	NP_078811.3	43.1
NP_013811.1	NP_078811.3	40.4
NP_013811.1	XP_011527391.1	42.4
NP_013811.1	NP_004688.2	42.0
NP_013811.1	NP_004688.2	40.0
NP_013811.1	NP_004688.2	34.3
NP_013811.1	XP_005273156.1	37.7
NP_013811.1	XP_005273156.1	33.5
NP_013811.1	XP_016875131.1	32.3
NP_013811.1	XP_011539359.1	33.1
NP_013811.1	XP_006720133.1	32.7
NP_015172.1	XP_016884768.1	192.0
NP_015172.1	NP_079440.3	184.0
NP_015172.1	XP_005259565.1	175.0
NP_015172.1	NP_003943.2	137.0
NP_015172.1	NP_001249.1	121.0
NP_015172.1	NP_872198.1	120.0
NP_015172.1	NP_872198.1	88.2
NP_015172.1	XP_011524622.1	116.0
NP_015172.1	XP_016865981.1	114.0
NP_015172.1	NP_001019572.1	110.0
NP_015172.1	NP_002730.1	112.0
NP_015172.1	XP_011530306.1	112.0
NP_015172.1	XP_016864299.1	108.0
NP_015172.1	NP_001001852.2	103.0
NP_015172.1	NP_004926.1	101.0
NP_015172.1	NP_149132.2	99.4
NP_015172.1	NP_733827.2	96.3
NP_015172.1	XP_011517802.1	91.3
NP_015172.1	NP_055041.1	83.6
NP_015172.1	NP_003206.2	80.1
NP_015172.1	XP_016881449.1	79.3
NP_015172.1	XP_016877742.1	77.0
NP_015172.1	NP_075418.1	76.6
NP_015172.1	NP_001317142.1	73.9
NP_015172.1	NP_690621.1	73.6
NP_015172.1	NP_001073285.1	68.6
NP_015172.1	NP_113652.2	49.3
NP_014382.1	XP_016858811.1	48.9
NP_014382.1	XP_016858811.1	38.9
NP_014382.1	XP_005261494.1	43.5
NP_014382.1	XP_005261494.1	36.6
NP_015067.1	XP_011533598.1	39.7
NP_014953.3	NP_005137.1	53.1
NP_014953.3	NP_005137.1	37.4
NP_015340.1	NP_003101.3	56.6
NP_015340.1	NP_003101.3	39.3
NP_015340.1	XP_011519568.1	50.1
NP_015340.1	XP_011519568.1	47.0
NP_015340.1	XP_011519568.1	46.2
NP_015340.1	XP_011519568.1	45.8
NP_015340.1	XP_011519568.1	41.6
NP_015340.1	XP_016857483.1	49.7
NP_015340.1	XP_016857483.1	45.8
NP_015340.1	XP_016881663.1	49.3
NP_015340.1	XP_016881663.1	46.6
NP_015340.1	XP_016881663.1	42.4
NP_015340.1	NP_001189386.1	49.3
NP_015340.1	NP_001189386.1	47.0
NP_015340.1	NP_001189386.1	45.8
NP_015340.1	NP_001189386.1	44.7
NP_015340.1	NP_001189386.1	43.5
NP_015340.1	NP_001189386.1	42.7
NP_015340.1	NP_001189386.1	42.0
NP_015340.1	NP_001189386.1	41.2
NP_015340.1	NP_001189386.1	41.2
NP_015340.1	NP_001189386.1	39.7
NP_015340.1	NP_001189386.1	39.3
NP_015340.1	NP_001189386.1	38.1
NP_015340.1	NP_001189386.1	36.2
NP_015340.1	NP_001189386.1	35.4
NP_015340.1	NP_899055.1	48.1
NP_015340.1	NP_899055.1	41.6
NP_015340.1	XP_016883292.1	48.1
NP_015340.1	XP_016883292.1	44.7
NP_015340.1	XP_016883292.1	43.1
NP_015340.1	XP_016883292.1	42.7
NP_015340.1	XP_016883292.1	41.2
NP_015340.1	XP_016883292.1	37.0
NP_015340.1	XP_016883292.1	36.6
NP_015340.1	XP_016883292.1	36.6
NP_015340.1	XP_016883292.1	36.2
NP_015340.1	XP_016883292.1	35.4
NP_015340.1	XP_016883292.1	34.7
NP_015340.1	XP_016883292.1	34.7
NP_015340.1	XP_016883292.1	34.3
NP_015340.1	XP_016883292.1	34.3
NP_015340.1	XP_016883292.1	33.9
NP_015340.1	XP_016883292.1	33.5
NP_015340.1	XP_016883292.1	32.7
NP_015340.1	XP_016866813.1	46.6
NP_015340.1	XP_016866813.1	45.1
NP_015340.1	XP_016866813.1	43.5
NP_015340.1	NP_057173.2	46.2
NP_015340.1	NP_057173.2	41.6
NP_015340.1	NP_057173.2	33.1
NP_015340.1	NP_057173.2	32.7
NP_015340.1	NP_003437.2	46.2
NP_015340.1	NP_003437.2	44.3
NP_015340.1	NP_003437.2	43.1
NP_015340.1	NP_003437.2	42.7
NP_015340.1	NP_003437.2	41.2
NP_015340.1	NP_003437.2	40.8
NP_015340.1	NP_003437.2	39.7
NP_015340.1	NP_003437.2	38.9
NP_015340.1	NP_003437.2	38.1
NP_015340.1	NP_003437.2	37.0
NP_015340.1	NP_940937.1	46.2
NP_015340.1	NP_940937.1	45.8
NP_015340.1	NP_940937.1	45.4
NP_015340.1	NP_940937.1	44.7
NP_015340.1	NP_940937.1	44.3
NP_015340.1	NP_940937.1	44.3
NP_015340.1	NP_940937.1	43.5
NP_015340.1	NP_940937.1	42.7
NP_015340.1	NP_940937.1	42.7
NP_015340.1	NP_940937.1	37.7
NP_015340.1	NP_940937.1	37.0
NP_015340.1	NP_940937.1	36.6
NP_015340.1	NP_940937.1	36.2
NP_015340.1	NP_940937.1	35.8
NP_015340.1	XP_006723276.1	45.8
NP_015340.1	XP_006723276.1	45.8
NP_015340.1	XP_006723276.1	44.7
NP_015340.1	XP_006723276.1	41.2
NP_015340.1	XP_006723276.1	38.1
NP_015340.1	XP_016882429.1	45.4
NP_015340.1	XP_016882429.1	42.7
NP_015340.1	XP_016882429.1	42.0
NP_015340.1	XP_016882429.1	42.0
NP_015340.1	XP_016882429.1	40.8
NP_015340.1	XP_016882429.1	39.3
NP_015340.1	XP_016882429.1	38.9
NP_015340.1	XP_016882429.1	37.4
NP_015340.1	XP_016882429.1	35.8
NP_015340.1	XP_016882429.1	35.0
NP_015340.1	XP_016882429.1	30.4
NP_011318.2	XP_016878833.1	36.6
NP_014003.1	NP_064516.2	63.5
NP_014003.1	NP_064516.2	46.2
NP_014003.1	NP_006147.1	53.9
NP_012942.3	NP_061877.1	155.0
NP_014860.1	NP_002796.4	33.1
NP_014860.1	XP_016863533.1	32.7
NP_013379.1	NP_036547.1	32.0
NP_014224.2	XP_005261494.1	35.4
NP_014224.2	XP_016858811.1	32.3
NP_009793.1	NP_065851.1	40.8
NP_009793.1	NP_003748.1	31.2
NP_009793.1	NP_004688.2	30.8
NP_010175.1	NP_001249.1	223.0
NP_010175.1	NP_004926.1	213.0
NP_010175.1	XP_016865981.1	188.0
NP_010175.1	XP_016864299.1	172.0
NP_010175.1	NP_055041.1	128.0
NP_010175.1	XP_011530306.1	109.0
NP_010175.1	XP_016884768.1	93.6
NP_010175.1	XP_005259565.1	93.6
NP_010175.1	XP_011524622.1	89.7
NP_010175.1	NP_079440.3	88.2
NP_010175.1	XP_011517802.1	82.4
NP_010175.1	NP_003943.2	78.6
NP_010175.1	NP_003206.2	76.6
NP_010175.1	NP_149132.2	70.1
NP_010175.1	NP_001001852.2	66.6
NP_010175.1	XP_016881449.1	67.4
NP_010175.1	NP_872198.1	67.0
NP_010175.1	NP_872198.1	44.3
NP_010175.1	NP_001317142.1	65.5
NP_010175.1	NP_001019572.1	59.7
NP_010175.1	NP_002730.1	58.9
NP_010175.1	NP_690621.1	56.6
NP_010175.1	NP_075418.1	51.6
NP_010175.1	XP_016877742.1	50.8
NP_010175.1	NP_733827.2	47.8
NP_010175.1	NP_113652.2	47.0
NP_010175.1	NP_001073285.1	43.5
NP_014217.1	XP_005273156.1	31.2
NP_010903.3	XP_011510318.1	48.1
NP_010903.3	NP_009114.1	39.3
NP_010903.3	NP_009114.1	32.3
NP_010354.3	XP_011520495.1	204.0
NP_013396.1	NP_942599.1	90.9
NP_013396.1	XP_011513768.1	83.2
NP_013396.1	NP_002515.1	56.6
NP_014729.1	NP_002730.1	58.5
NP_014729.1	NP_002730.1	39.3
NP_014729.1	NP_002730.1	38.9
NP_014729.1	NP_579899.1	43.1
NP_014729.1	NP_579899.1	41.6
NP_014729.1	NP_579899.1	37.0
NP_014729.1	NP_579899.1	33.5
NP_014729.1	XP_016885460.1	42.0
NP_014286.1	NP_006225.1	65.5
NP_011749.3	XP_016873430.1	43.9
NP_011749.3	XP_016873430.1	34.3
NP_011415.1	NP_065851.1	43.5
NP_011415.1	NP_065851.1	35.8
NP_011415.1	NP_078808.3	42.4
NP_011415.1	NP_078811.3	41.6
NP_011415.1	NP_078811.3	34.3
NP_011415.1	NP_078811.3	32.3
NP_011415.1	XP_005273156.1	40.8
NP_011415.1	XP_005273156.1	32.7
NP_011415.1	XP_005273156.1	32.0
NP_011415.1	NP_004688.2	38.9
NP_011415.1	NP_004688.2	35.8
NP_011415.1	NP_004688.2	32.3
NP_011415.1	XP_016875131.1	36.6
NP_011415.1	XP_011527391.1	33.1
NP_011415.1	XP_006720133.1	32.3
NP_011415.1	XP_005272220.1	30.8
NP_011415.1	XP_011539359.1	31.2
NP_014157.1	XP_005270417.1	34.3
NP_013175.1	NP_078921.1	28.5
NP_013349.1	XP_016884768.1	177.0
NP_013349.1	NP_003943.2	125.0
NP_013349.1	XP_005259565.1	118.0
NP_013349.1	NP_079440.3	120.0
NP_013349.1	NP_872198.1	109.0
NP_013349.1	NP_872198.1	63.9
NP_013349.1	NP_001019572.1	93.6
NP_013349.1	XP_011530306.1	88.6
NP_013349.1	NP_002730.1	85.1
NP_013349.1	NP_001001852.2	80.9
NP_013349.1	NP_055041.1	72.4
NP_013349.1	XP_011524622.1	69.7
NP_013349.1	XP_016865981.1	69.7
NP_013349.1	NP_733827.2	62.4
NP_013349.1	NP_001249.1	60.5
NP_013349.1	NP_004926.1	57.0
NP_013349.1	XP_011517802.1	58.2
NP_013349.1	NP_149132.2	57.8
NP_013349.1	XP_016864299.1	56.2
NP_013349.1	NP_001317142.1	46.6
NP_013349.1	NP_003206.2	42.4
NP_013349.1	NP_075418.1	42.0
NP_013349.1	NP_113652.2	38.5
NP_013349.1	NP_001073285.1	38.5
NP_013349.1	XP_016877742.1	36.6
NP_013349.1	XP_016881449.1	34.7
NP_014025.1	NP_001033057.1	92.0
NP_009468.1	NP_001092759.1	42.7
NP_009468.1	NP_001092759.1	37.0
NP_009468.1	NP_149132.2	40.0
NP_009468.1	NP_056410.3	38.5
NP_011888.1	XP_011517802.1	398.0
NP_011888.1	XP_016882896.1	34.3
NP_012863.1	NP_056143.1	30.4
NP_015289.1	XP_005245412.1	35.0
NP_012348.1	XP_011530306.1	94.4
NP_012348.1	NP_079440.3	80.5
NP_012348.1	XP_011524622.1	73.6
NP_012348.1	NP_003943.2	71.2
NP_012348.1	XP_011517802.1	72.0
NP_012348.1	XP_016864299.1	68.2
NP_012348.1	NP_055041.1	66.2
NP_012348.1	NP_001019572.1	66.2
NP_012348.1	XP_005259565.1	64.7
NP_012348.1	NP_002730.1	64.3
NP_012348.1	NP_872198.1	56.2
NP_012348.1	NP_872198.1	35.0
NP_012348.1	XP_016865981.1	55.8
NP_012348.1	NP_001001852.2	54.7
NP_012348.1	NP_003206.2	53.9
NP_012348.1	NP_001249.1	52.8
NP_012348.1	XP_016881449.1	53.5
NP_012348.1	NP_001073285.1	52.0
NP_012348.1	NP_075418.1	51.2
NP_012348.1	NP_004926.1	49.7
NP_012348.1	NP_733827.2	49.7
NP_012348.1	NP_149132.2	48.9
NP_012348.1	XP_016884768.1	40.0
NP_012348.1	NP_001317142.1	39.7
NP_012348.1	NP_690621.1	37.7
NP_012348.1	NP_113652.2	37.0
NP_012348.1	XP_016877742.1	34.3
NP_219497.4	NP_001092759.1	62.0
NP_219497.4	NP_001092759.1	40.8
NP_219497.4	NP_001092759.1	40.0
NP_219497.4	NP_001092759.1	38.1
NP_219497.4	XP_005270417.1	55.5
NP_219497.4	NP_004801.1	53.5
NP_219497.4	NP_004801.1	38.5
NP_219497.4	NP_149132.2	52.0
NP_219497.4	XP_016881449.1	42.7
NP_219497.4	NP_003206.2	41.6
NP_219497.4	XP_005252158.1	35.8
NP_015077.1	NP_078811.3	42.4
NP_015077.1	NP_078811.3	39.3
NP_015077.1	XP_005272220.1	40.8
NP_015077.1	XP_005272220.1	32.0
NP_015077.1	NP_004688.2	37.0
NP_015077.1	NP_078808.3	36.6
NP_015077.1	XP_011539359.1	36.2
NP_015077.1	XP_011539359.1	32.7
NP_015077.1	XP_005273156.1	32.7
NP_015077.1	NP_065851.1	32.3
NP_009754.1	NP_004688.2	53.1
NP_009754.1	NP_065851.1	50.1
NP_009754.1	XP_005273156.1	46.2
NP_009754.1	XP_005273156.1	38.1
NP_009754.1	XP_005273156.1	31.6
NP_009754.1	XP_005272220.1	44.7
NP_009754.1	XP_005272220.1	38.5
NP_009754.1	NP_078811.3	40.8
NP_009754.1	NP_078811.3	36.6
NP_009754.1	NP_078811.3	33.5
NP_009754.1	NP_078808.3	38.5
NP_009754.1	XP_011527391.1	36.2
NP_009754.1	XP_011539359.1	35.4
NP_009754.1	XP_006720133.1	31.2
NP_014112.1	NP_663782.2	42.4
NP_011092.1	XP_016858811.1	55.8
NP_011092.1	XP_016858811.1	53.1
NP_011092.1	XP_016858811.1	49.3
NP_011092.1	XP_016858811.1	35.4
NP_011092.1	XP_005261494.1	49.3
NP_011092.1	XP_005261494.1	45.4
NP_011092.1	XP_005261494.1	39.7
NP_011276.1	XP_011526901.1	580.0
NP_011037.3	XP_016857921.1	28.9
NP_013232.1	NP_003101.3	68.2
NP_013232.1	NP_003101.3	40.0
NP_013232.1	XP_016881663.1	57.0
NP_013232.1	XP_016881663.1	47.0
NP_013232.1	XP_016881663.1	45.1
NP_013232.1	NP_003437.2	53.5
NP_013232.1	NP_003437.2	43.1
NP_013232.1	NP_003437.2	42.7
NP_013232.1	NP_003437.2	42.4
NP_013232.1	NP_003437.2	38.1
NP_013232.1	XP_016882429.1	53.1
NP_013232.1	XP_016882429.1	52.0
NP_013232.1	XP_016882429.1	45.4
NP_013232.1	XP_016882429.1	43.9
NP_013232.1	XP_016882429.1	41.2
NP_013232.1	XP_016882429.1	39.7
NP_013232.1	XP_016882429.1	37.0
NP_013232.1	XP_016882429.1	34.7
NP_013232.1	XP_011519568.1	50.4
NP_013232.1	XP_011519568.1	48.1
NP_013232.1	XP_011519568.1	44.7
NP_013232.1	XP_011519568.1	40.4
NP_013232.1	XP_016866813.1	49.3
NP_013232.1	XP_016866813.1	36.2
NP_013232.1	NP_001189386.1	49.3
NP_013232.1	NP_001189386.1	46.2
NP_013232.1	NP_001189386.1	42.7
NP_013232.1	NP_001189386.1	41.6
NP_013232.1	NP_001189386.1	41.2
NP_013232.1	NP_001189386.1	39.7
NP_013232.1	NP_001189386.1	36.6
NP_013232.1	NP_001189386.1	33.5
NP_013232.1	NP_940937.1	49.3
NP_013232.1	NP_940937.1	43.9
NP_013232.1	NP_940937.1	43.9
NP_013232.1	NP_940937.1	41.2
NP_013232.1	NP_940937.1	38.1
NP_013232.1	NP_940937.1	38.1
NP_013232.1	NP_940937.1	37.0
NP_013232.1	NP_940937.1	32.0
NP_013232.1	XP_006723276.1	44.7
NP_013232.1	XP_006723276.1	36.2
NP_013232.1	XP_006723276.1	36.2
NP_013232.1	XP_006723276.1	35.4
NP_013232.1	XP_006723276.1	35.0
NP_013232.1	XP_016883292.1	43.1
NP_013232.1	XP_016883292.1	42.4
NP_013232.1	XP_016883292.1	39.7
NP_013232.1	XP_016883292.1	38.9
NP_013232.1	XP_016883292.1	38.1
NP_013232.1	XP_016883292.1	35.8
NP_013232.1	XP_016883292.1	35.0
NP_013232.1	XP_016883292.1	33.5
NP_013232.1	NP_057173.2	42.0
NP_013232.1	XP_016857483.1	37.4
NP_013232.1	NP_899055.1	33.9
NP_009893.2	XP_016863842.1	69.7
NP_013074.1	NP_002796.4	34.7
NP_012821.2	NP_079440.3	231.0
NP_012821.2	XP_016884768.1	177.0
NP_012821.2	XP_005259565.1	174.0
NP_012821.2	NP_003943.2	132.0
NP_012821.2	NP_001249.1	124.0
NP_012821.2	XP_011530306.1	131.0
NP_012821.2	NP_872198.1	125.0
NP_012821.2	NP_872198.1	66.6
NP_012821.2	NP_002730.1	122.0
NP_012821.2	NP_001001852.2	110.0
NP_012821.2	XP_016864299.1	112.0
NP_012821.2	NP_004926.1	103.0
NP_012821.2	XP_011524622.1	106.0
NP_012821.2	NP_001019572.1	97.1
NP_012821.2	XP_016865981.1	99.0
NP_012821.2	XP_011517802.1	99.8
NP_012821.2	NP_733827.2	92.0
NP_012821.2	NP_149132.2	93.6
NP_012821.2	NP_055041.1	75.1
NP_012821.2	XP_016881449.1	75.1
NP_012821.2	NP_003206.2	71.2
NP_012821.2	NP_075418.1	69.7
NP_012821.2	NP_690621.1	68.9
NP_012821.2	XP_016877742.1	68.2
NP_012821.2	NP_001317142.1	61.6
NP_012821.2	NP_001073285.1	52.0
NP_012821.2	NP_113652.2	50.4
NP_014649.1	XP_016880483.1	64.7
NP_014649.1	XP_016880483.1	50.1
NP_014649.1	XP_011539359.1	60.5
NP_014649.1	NP_006800.2	48.5
NP_014649.1	NP_006800.2	43.9
NP_010629.3	NP_006507.2	163.0
NP_010629.3	XP_011543666.1	45.8
NP_010629.3	NP_061181.1	41.6
NP_015129.1	NP_663782.2	41.6
NP_013554.3	NP_463460.1	74.3
NP_011470.4	NP_689498.1	32.0
NP_012466.1	XP_016875131.1	34.7
NP_012466.1	XP_016875131.1	31.2
NP_012466.1	XP_005273156.1	33.9
NP_012466.1	XP_005273156.1	33.1
NP_012466.1	XP_006720133.1	31.6
NP_014948.1	NP_036547.1	268.0
NP_011675.1	XP_005261494.1	50.8
NP_011675.1	XP_005261494.1	35.4
NP_011675.1	XP_016858811.1	39.7
NP_011675.1	XP_016858811.1	30.8
NP_011675.1	NP_001128360.1	35.4
NP_011675.1	NP_004719.2	33.9
NP_012623.1	NP_036289.3	95.1
NP_012623.1	NP_036289.3	89.7
NP_012623.1	NP_036289.3	79.3
NP_012623.1	NP_036289.3	77.0
NP_009934.1	NP_079440.3	115.0
NP_009934.1	XP_005259565.1	100.0
NP_009934.1	XP_016884768.1	94.7
NP_009934.1	XP_011530306.1	95.1
NP_009934.1	NP_003943.2	90.9
NP_009934.1	NP_872198.1	88.2
NP_009934.1	NP_872198.1	65.1
NP_009934.1	XP_016864299.1	87.8
NP_009934.1	XP_011524622.1	85.5
NP_009934.1	NP_002730.1	85.5
NP_009934.1	NP_001249.1	80.5
NP_009934.1	NP_004926.1	76.3
NP_009934.1	XP_016865981.1	75.9
NP_009934.1	NP_001019572.1	71.6
NP_009934.1	NP_001001852.2	67.4
NP_009934.1	NP_733827.2	65.1
NP_009934.1	NP_149132.2	63.9
NP_009934.1	NP_055041.1	60.1
NP_009934.1	XP_016877742.1	56.2
NP_009934.1	NP_690621.1	55.5
NP_009934.1	XP_011517802.1	55.5
NP_009934.1	NP_075418.1	54.3
NP_009934.1	NP_001073285.1	43.5
NP_009934.1	NP_001317142.1	42.4
NP_009934.1	XP_016881449.1	42.4
NP_009934.1	NP_003206.2	40.0
NP_009934.1	NP_113652.2	39.7
NP_009716.1	NP_036289.3	57.0
NP_009716.1	NP_036289.3	53.9
NP_009716.1	NP_036289.3	45.8
NP_009716.1	NP_036289.3	38.9
NP_015121.1	NP_003943.2	259.0
NP_015121.1	NP_872198.1	228.0
NP_015121.1	NP_872198.1	70.5
NP_015121.1	NP_002730.1	229.0
NP_015121.1	NP_733827.2	184.0
NP_015121.1	XP_016884768.1	142.0
NP_015121.1	NP_079440.3	148.0
NP_015121.1	XP_005259565.1	131.0
NP_015121.1	XP_011530306.1	129.0
NP_015121.1	XP_011524622.1	123.0
NP_015121.1	XP_011517802.1	120.0
NP_015121.1	NP_113652.2	107.0
NP_015121.1	NP_113652.2	31.6
NP_015121.1	NP_149132.2	107.0
NP_015121.1	XP_016864299.1	100.0
NP_015121.1	NP_001019572.1	99.4
NP_015121.1	NP_003206.2	97.1
NP_015121.1	NP_001249.1	94.4
NP_015121.1	NP_001001852.2	94.4
NP_015121.1	XP_016865981.1	91.3
NP_015121.1	XP_016877742.1	80.9
NP_015121.1	NP_055041.1	79.0
NP_015121.1	NP_001317142.1	76.6
NP_015121.1	NP_004926.1	74.7
NP_015121.1	NP_075418.1	74.7
NP_015121.1	NP_690621.1	73.6
NP_015121.1	NP_001073285.1	73.2
NP_015121.1	XP_016881449.1	66.6
NP_014838.3	NP_060830.2	35.8
NP_009848.4	XP_011520495.1	32.0
NP_011075.3	XP_016867002.1	132.0
NP_012140.1	NP_036547.1	251.0
NP_012140.1	XP_011517354.1	43.1
NP_015060.1	XP_016878833.1	188.0
NP_015243.1	NP_036547.1	212.0
NP_010157.1	NP_002796.4	207.0
NP_010157.1	NP_002796.4	205.0
NP_011263.2	NP_008941.3	53.1
NP_011263.2	XP_016857921.1	48.1
NP_011263.2	NP_004719.2	45.4
NP_013330.1	XP_011513768.1	83.2
NP_013330.1	NP_942599.1	71.6
NP_013330.1	NP_002515.1	63.9
NP_011321.1	NP_003874.2	447.0
NP_009891.1	XP_005272220.1	64.3
NP_009891.1	XP_005272220.1	37.0
NP_009891.1	XP_005272220.1	31.6
NP_009891.1	XP_006720133.1	43.5
NP_009891.1	XP_006720133.1	41.2
NP_009891.1	XP_006720133.1	33.9
NP_009891.1	XP_006720133.1	32.3
NP_009891.1	XP_005273156.1	41.2
NP_009891.1	XP_005273156.1	40.8
NP_009891.1	XP_005273156.1	38.9
NP_009891.1	XP_011539359.1	39.3
NP_015215.1	XP_016873430.1	39.3
NP_011880.1	NP_001092759.1	59.7
NP_011880.1	NP_001092759.1	38.5
NP_011880.1	NP_001092759.1	37.4
NP_011880.1	NP_001092759.1	33.1
NP_011880.1	NP_004801.1	53.5
